github_url,exists,readme,readme_length,installation,CI,docs,fancy_docs,examples,requirements,setup
github.com/svalenti/pessto,True,True,0,False,False,False,False,False,False,False
github.com/svasyly/pygcn,True,True,838,False,True,False,False,False,True,False
github.com/svdataman/sour,True,True,3895,True,False,False,False,False,False,False
github.com/swolﬀ9/mcfost-,False,False,False,False,False,False,False,False,False,False
github.com/swolﬀ9/mcfost-python,False,False,False,False,False,False,False,False,False,False
github.com/t-brandt/acorns-adi,True,False,False,False,False,False,False,False,False,False
github.com/taldcroft/datastack,True,True,1524,True,False,True,False,True,True,False
github.com/tatome/dip,False,False,False,False,False,False,False,False,False,False
github.com/tboudreaux/farvae,True,True,835,True,False,False,True,False,False,False
github.com/tcollett/lenspop,True,True,3659,True,False,False,False,False,False,False
github.com/tdboer/gc_profiles,True,True,1057,False,False,False,False,False,False,False
github.com/tdrobinson/scatran,True,True,1136,False,False,False,False,False,False,False
github.com/tessgi/tvguide,True,True,1984,True,True,False,False,False,True,False
github.com/theastrofactory/pydis,True,True,3490,False,True,True,True,True,True,False
github.com/themiyan/mosfiredrp_,False,False,False,False,False,False,False,False,False,False
github.com/themiyan/zﬁre,False,False,False,False,False,False,False,False,False,False
github.com/thibaultmerle/formato,True,False,False,False,False,False,False,False,False,False
github.com/timahutchinson/redmonster,True,True,839,False,False,True,False,False,True,False
github.com/timduly4/pyglow,True,True,4780,True,True,False,False,True,True,False
github.com/timj/aandc-gsdd,True,True,142,False,False,False,False,False,False,False
github.com/timothyadavis/makeplots,True,False,False,False,False,False,False,False,False,False
github.com/timothydmorton/isochrones,True,True,1903,True,True,True,True,False,True,False
github.com/timothydmorton/obliquity,True,True,2159,True,False,False,False,False,True,False
github.com/timothydmorton/vespa,True,True,4556,True,True,True,False,True,True,False
github.com/timstaley/amisurvey,True,True,879,True,False,False,False,False,True,False
github.com/timstaley/automated-radio-imaging-paper,True,True,854,False,False,False,False,False,False,False
github.com/timstaley/chimenea,True,True,1552,False,False,False,False,False,True,False
github.com/timstaley/drive-ami,True,True,3511,True,False,False,False,False,True,False
github.com/timstaley/drive-casa,True,True,839,False,False,True,True,False,True,False
github.com/tomevans/gps,True,True,195,False,False,False,False,False,False,False
github.com/tomevans/planetc,True,True,988,True,False,False,False,False,True,False
github.com/toros-astro/astroalign,True,True,3350,True,True,True,True,False,True,False
github.com/tp2vis/distribute,True,True,6412,False,False,False,False,True,False,False
github.com/transientskp/tkp,True,True,1436,True,True,True,True,False,True,False
github.com/travisdesell/tao,True,False,False,False,False,False,False,True,False,False
github.com/trident-project/trident,True,True,1429,True,True,True,True,True,True,False
github.com/tripathi/atmospheric-athena,True,True,2905,False,False,True,False,False,False,False
github.com/trovemaster/exocross,True,True,150,False,False,True,True,False,False,False
github.com/tskisner/toast,True,True,233,False,True,True,True,True,False,False
github.com/tvwenger/tmbidl,True,False,False,False,False,True,False,True,False,False
github.com/usgs-astrogeology/isis3,True,False,False,False,False,False,False,False,False,False
github.com/utahta/pythonbrew,True,True,3129,True,True,False,False,False,False,False
github.com/vacquaviva/metallicity,False,False,False,False,False,False,False,False,False,False
github.com/vallis/libstempo,True,True,758,True,False,False,True,False,True,False
github.com/vancesteven/planetproﬁle,False,False,False,False,False,False,False,False,False,False
github.com/veragluscevic/pmfs,True,True,4518,True,False,False,False,False,False,False
github.com/vhaasteren/piccard,True,True,2230,False,False,False,False,True,True,False
github.com/vidakris/ﬂatwrm,False,False,False,False,False,False,False,False,False,False
github.com/vincentvaneylen/k2photometry,True,True,1313,False,False,False,False,False,False,False
github.com/virangaperera/imagma,True,False,False,False,False,False,False,False,False,False
github.com/virtualplanetarylaboratory/atmos,True,True,1126,False,False,False,False,True,False,False
github.com/vkond/ffasearch,True,True,4960,False,False,False,False,False,False,False
github.com/vlas-sokolov/multicube,True,True,282,False,False,False,False,False,False,False
github.com/vortex-exoplanet/vip,True,True,8236,True,True,True,True,True,True,False
github.com/vsadykov/tebbs,True,True,2410,False,False,False,False,False,False,False
github.com/vstinner/perf,True,True,4088,True,True,True,True,True,True,False
github.com/vterron/lemon,True,True,1437,False,True,False,True,False,True,False
github.com/vtsuperdarn/davitpy,True,True,8551,True,False,True,False,False,True,False
github.com/wadawson/merging-cluster-,False,False,False,False,False,False,False,False,False,False
github.com/walterfb/pmpar,True,True,64,False,False,False,False,False,False,False
github.com/wangye0206/cloudy_helper,True,True,892,False,False,False,False,False,False,False
github.com/willclarkson/bastitest,True,True,133,False,False,False,False,False,False,False
github.com/willfurnell/lucid-grid,True,True,292,False,False,False,False,False,False,False
github.com/williamsmj/mpfitexy,True,True,5615,True,False,False,False,False,False,False
github.com/williamsmj/mpﬁtexy,False,False,False,False,False,False,False,False,False,False
github.com/wkerzendorf/wsynphot,True,True,1024,False,True,True,True,False,True,False
github.com/wll745881210/mcic,True,False,False,False,False,False,False,False,False,False
github.com/wtolson/pysis,True,True,4390,True,True,True,True,True,True,False
github.com/xdqso/xdqso,True,True,467,True,False,True,True,False,False,False
github.com/xinglunju/cmzclouds,True,True,55,False,False,False,False,False,False,False
github.com/xinglunju/pyamor,True,True,441,False,False,False,False,False,False,False
github.com/xinglunju/tdviz,True,True,1316,False,False,False,False,False,False,False
github.com/xstarkit/mpi,False,False,False,False,False,False,False,False,False,False
github.com/yaolun/her,False,False,False,False,False,False,False,False,False,False
github.com/yasharhezaveh/ensai,True,True,3877,True,False,True,True,False,False,False
github.com/yuanjinghua/hmscs_cat,True,True,1837,False,False,False,False,False,False,False
github.com/yuanjinghua/top_down_miky_way,True,True,620,False,False,False,False,False,False,False
github.com/yzhenggit/zheng18,False,False,False,False,False,False,False,False,False,False
github.com/zemogle/chemevol,True,True,7328,False,True,False,False,True,True,False
github.com/zooniverse/panoptes,True,True,6842,True,True,True,False,False,False,False
github.com/zooniverse/panoptes-front-end,True,True,14146,True,True,False,False,False,False,False
github.com/zooniverse/talk,True,True,1324,True,False,False,False,True,False,False
github.com/zpenoyre/causticfrog,True,True,1918,False,False,False,False,False,False,False
github.com/zwickytransientfacility/ztf-avro-alert,True,True,1487,True,False,True,True,False,False,False
github.com/˜ariedel/young_catalog,False,False,False,False,False,False,False,False,False,False
