arxiv_id,urls
arXiv:1607.07735,['github.com/AHorneﬀer/lump-lofar-und-mpifr-' 'github.com/plazar/coast']
arXiv:1803.07145,['github.com/cmccully/lacosmicx']
arXiv:1901.07779,"['github.com/xinglunju/CMZclouds'
 'github.com/xinglunju/CMZclouds/tree/master/Mcluster']"
arXiv:1702.08465,['github.com/BU-hammerTeam/PyHammer' 'github.com/ctheissen/LoKi']
arXiv:1801.01837,"['github.com/demorest/nanopipe' 'github.com/jellis18/PAL2'
 'github.com/jellis18/PTMCMCSampler']"
arXiv:1812.08241,['github.com/iancrossﬁeld/jwstprep']
arXiv:1710.10259,['github.com/']
arXiv:1809.09132,['github.com/bmcguir2/' 'github.com/bmcguir2/astromolecule_']
arXiv:1702.07715,"['github.com/mommermi/photometrypipeline' 'github.com/transientskp/tkp'
 'github.com/vterron/lemon']"
arXiv:1704.04507,['github.com/astroML/gatspy' 'github.com/leejjoon/pywcsgrid2']
arXiv:1405.3994,"['github.com/sbird/DLA_script,']"
arXiv:1705.02350,['github.com/sukritranjan/ranjanwordsworthsasselov2017b']
arXiv:1702.02943,['github.com/jasonfrowe']
arXiv:1711.09097,['github.com/jobovy/galpy']
arXiv:1705.04687,['github.com/hyperion-rt/bhmie']
arXiv:1410.0686,['github.com/dougalsutherland/py-sdm']
arXiv:1811.07785,['github.com/bdhammel/least-squares-ellipse-ﬁtting']
arXiv:1603.08488,['github.com/CKrawczyk/densityplot']
arXiv:1510.03864,[]
arXiv:1707.02985,['github.com/PaulHancock/Aegean/wiki/BANE']
arXiv:1701.06143,['github.com/josephmeiring/kmpﬁt']
arXiv:1611.00364,['github.com/igrins/plp']
arXiv:1811.06511,['github.com/jobovy/mwdust']
arXiv:1805.11715,['github.com/jgagneastro/ﬁnder']
arXiv:1808.02490,['github.com/mtpenny/' 'github.com/mtpenny/wfirst-ml-figures']
arXiv:1901.00683,[]
arXiv:1712.08658,['github.com/jgagneastro/FireHose_']
arXiv:1503.06216,['github.com/dnidever/PHOTRED']
arXiv:1707.08900,['github.com/pencil-code']
arXiv:1812.07177,['github.com/nespinoza/spotnest' 'github.com/nespinoza/ﬂicker-noise']
arXiv:1610.08948,['github.com/']
arXiv:1511.00686,['github.com/kasperschmidt/']
arXiv:1510.00721,['github.com/ebellm/pyraf-dbsp']
arXiv:1812.04043,['github.com/birnstiel/dsharp']
arXiv:1709.06991,['github.com/']
arXiv:1508.03024,['github.com/jellis18/PAL2' 'github.com/jellis18/PTMCMCSampler']
arXiv:1901.05508,"['github.com/acbecker/hotpants' 'github.com/dkirkby/speclite'
 'github.com/segasai/astrolibpy']"
arXiv:1603.01281,['github.com/andrewcumming/burstcool']
arXiv:1812.06001,['github.com/tp2vis/distribute/blob/master/README']
arXiv:1804.02104,['github.com/giacomov/gtburst']
arXiv:1603.01721,['github.com/nespinoza/exonailer']
arXiv:1608.08880,['github.com/scottransom/psrﬁts']
arXiv:1109.5192,[]
arXiv:1811.12534,"['github.com/gnarayan/WDdata'
 'github.com/gnarayan/WDdata/blob/master/photometry/synphot_'
 'github.com/gnarayan/WDmodel/' 'github.com/iminuit/iminuit,']"
arXiv:1705.00621,['github.com/astrobel/chancealignments']
arXiv:1709.04457,['github.com/brandonckelly/carma']
arXiv:1812.05569,['github.com/GijsMulders/epos']
arXiv:1902.00235,['github.com/gogrean/PyXel']
arXiv:1807.05235,['github.com/ariedel/lacewing']
arXiv:1404.0403,[]
arXiv:1510.08536,[]
arXiv:1609.02887,[]
arXiv:1601.00692,[]
arXiv:1811.10061,['github.com/KeplerGO/kadenza']
arXiv:1501.02267,['github.com/sbird/cloudy_tables']
arXiv:1605.04460,['github.com/rmgarnett/gp_']
arXiv:1804.00827,['github.com/odakahirokazu/ComptonSoft']
arXiv:1511.02890,['github.com/wll745881210/MCIC']
arXiv:1506.06759,['github.com/tripathi/Atmospheric-Athena']
arXiv:1702.01106,['github.com/afd-illinois/grim' 'github.com/arrayfire/arrayfire']
arXiv:1410.2898,['github.com/GalSim-developers/GalSim']
arXiv:1705.08455,['github.com/pkgw/pwkit']
arXiv:1607.03900,['github.com/rcooke-ast/ALIS']
arXiv:1512.00483,['github.com/igrins/plp']
arXiv:1803.04526,['github.com/nasa/kepler-pipeline']
arXiv:1605.01001,"['github.com/GalSim-developers/GalSim,']"
arXiv:1610.07558,['github.com/jmeyers314/linmix']
arXiv:1509.08835,['github.com/adamkovics/atmosphere']
arXiv:1711.00013,['github.com/IreneShivaei/']
arXiv:1405.4032,"['github.com/bkloppenborg/oifits-sim,']"
arXiv:1712.05024,['github.com/c-matthews/usample']
arXiv:1709.08273,['github.com/cmccully/lacosmicx']
arXiv:1302.1790,['github.com/bretonr/Icarus']
arXiv:1705.05867,['github.com/AstroChem/vis_sample']
arXiv:1410.8135,['github.com/jobovy/galpy']
arXiv:1604.07824,['github.com/NuGrid/NuPyCEE' 'github.com/dfm/emcee']
arXiv:1511.08204,['github.com/mkness/TheCannon/']
arXiv:1401.6798,[]
arXiv:1707.08132,['github.com/guillochon/mosﬁt']
arXiv:1810.03794,['github.com/vortex-exoplanet/VIP']
arXiv:1411.7447,['github.com/astrostat/BASCS']
arXiv:1710.00076,['github.com/samuelyeewl/specmatch-emp']
arXiv:1312.2522,[]
arXiv:1209.5677,[]
arXiv:1807.04610,"['github.com/bretonr/Icarus),']"
arXiv:1709.00942,"['github.com/dfm/daft,']"
arXiv:1112.1408,[]
arXiv:1308.3702,[]
arXiv:1601.05659,[]
arXiv:1712.05044,[]
arXiv:1610.01165,"['github.com/rmgarnett/gp_dla_detection,']"
arXiv:1208.3277,['github.com/jeremysanders/xspec']
arXiv:1512.05734,['github.com/djones1040/PythonPhot']
arXiv:1505.05560,[]
arXiv:1806.11504,['github.com/dawolfgang/MRrelation']
arXiv:1803.07559,['github.com/jobovy/galpy']
arXiv:1511.05983,['github.com/CosmoloPy/']
arXiv:1609.00726,['github.com/igrins/plp']
arXiv:1711.08434,['github.com/cmbant/' 'github.com/mraveri/']
arXiv:1512.01570,['github.com/GalSim-developers/GalSim']
arXiv:1512.05764,['github.com/ahwkuepper/mcluster']
arXiv:1603.01151,['github.com/juliadeneva/clusterrank']
arXiv:1510.07347,['github.com/tvwenger/tmbidl']
arXiv:1512.00189,['github.com/dfm/photodynam']
arXiv:1810.12713,[]
arXiv:1601.05779,['github.com/elikrause/CosmoLike_Forecasts']
arXiv:1412.3018,['github.com/AngusWright/LAMBDAR']
arXiv:1606.05350,['github.com/GabrielaCR/AGNfitter']
arXiv:1801.09051,['github.com/' 'github.com/jgagneastro/banyan_sigma']
arXiv:1807.03734,['github.com/alexji/moog17scat']
arXiv:1512.02003,['github.com/ericagol/TTVFaster']
arXiv:1806.05786,['github.com/' 'github.com/dstndstn/tractor']
arXiv:1712.06642,['github.com/GalSim-developers/GalSim']
arXiv:1707.00334,['github.com/harmscho/NuTauSim']
arXiv:1706.08826,['github.com/scottransom/presto']
arXiv:1801.00537,[]
arXiv:1709.01527,['github.com/vincentvaneylen/k2photometry']
arXiv:1604.05370,['github.com/JohannesBuchner/PyMultiNest']
arXiv:1703.03823,['github.com/jobovy/galpy;']
arXiv:1205.6769,['github.com/zooniverse/Talk']
arXiv:1712.07118,['github.com/xstarkit/mpi']
arXiv:1607.00943,[]
arXiv:1712.08064,"['github.com/julianbautista/eboss_clustering'
 'github.com/timahutchinson/redmonster/']"
arXiv:1408.5388,['github.com/mjuric/galfast']
arXiv:1710.02272,['github.com/mtlam/FrequencyOptimizer5']
arXiv:1803.00740,['github.com/ADThomas-astro/NebulaBayes']
arXiv:1812.00719,['github.com/nanograv/PINT/blob/master/pint/fermi_toas']
arXiv:1807.09354,['github.com/ebachelet/pyLIMA']
arXiv:1701.00922,['github.com/samuelyeewl/specmatch-emp']
arXiv:1409.1251,[]
arXiv:1109.0054,[]
arXiv:1207.4012,[]
arXiv:1403.2381,[]
arXiv:1404.1372,[]
arXiv:1508.01949,[]
arXiv:1609.06316,[]
arXiv:1604.03569,[]
arXiv:1811.03778,['github.com/pboley/oiﬁts)']
arXiv:1809.04107,['github.com/hannorein/rebound']
arXiv:1712.04913,[]
arXiv:1703.03333,[]
arXiv:1705.06378,[]
arXiv:1605.06031,[]
arXiv:1504.00678,[]
arXiv:1503.05189,[]
arXiv:1301.1163,[]
arXiv:1501.02003,[]
arXiv:1507.08995,[]
arXiv:1805.05540,['github.com/' 'github.com/fchollet/keras']
arXiv:1811.05506,['github.com/mcoughlin/gwemlightcurves']
arXiv:1408.3063,['github.com/YSOVAR']
arXiv:1210.3612,['github.com/zooniverse/Talk']
arXiv:1301.0644,['github.com/zooniverse/Talk']
arXiv:1701.07830,[]
arXiv:1903.03135,"['github.com/aarchiba/kuiper/blob/master/kuiper'
 'github.com/davidgardenier/chromos' 'github.com/jvandeneijnden/QPO-']"
arXiv:1711.03974,['github.com/CamDavidsonPilon/lifelines/']
arXiv:1507.08011,['github.com/nushio3/UFCORIN']
arXiv:1304.0771,['github.com/astrochem/']
arXiv:1609.03195,"['github.com/annayqho/TheCannon\x0c'
 'github.com/annayqho/TheCannon\x0c20Figure7']"
arXiv:1803.08820,['github.com/LucaMalavolta/CCFpams' 'github.com/dfm/corner']
arXiv:1204.0974,['github.com/hannorein/open_exoplanet_catalogue']
arXiv:1901.00567,['github.com/storyofthewolf/ExoCAM']
arXiv:1801.08245,['github.com/gbrammer/wfc3']
arXiv:1609.09100,['github.com/brandonckelly/carma']
arXiv:1509.01252,['github.com/jobovy/galpy']
arXiv:1901.01283,['github.com/']
arXiv:1509.01623,['github.com/ericagol/TTVFaster']
arXiv:1707.02936,['github.com/williamsmj/mpfitexy']
arXiv:1805.03206,['github.com/profxj/xidl' 'github.com/pyigm/pyigm']
arXiv:1311.3250,['github.com/elisabethadams/des-class-populations']
arXiv:1705.01970,['github.com/jrneeley/Theoretical-PWZ-Relations']
arXiv:1704.05063,['github.com/jobovy/gaia_tools' 'github.com/jobovy/tgas-completeness']
arXiv:1702.01657,['github.com/chenjj2/forecaster']
arXiv:1604.06165,['github.com/igrins/plp']
arXiv:1901.11321,['github.com/williamsmj/mpﬁtexy)']
arXiv:1805.02671,['github.com/dnidever/PHOTRED']
arXiv:1403.5560,['github.com/awmann/metal']
arXiv:1404.3619,['github.com/stan-dev/stan/releases/tag/v2']
arXiv:1808.02577,['github.com/Keck-DataReductionPipelines/OsirisDRP/releases']
arXiv:1709.05600,"['github.com/ACTCollaboration/zCluster'
 'github.com/mattyowl/RSSMOSPipeline']"
arXiv:1401.2985,['github.com/jobovy/galpy']
arXiv:1605.03577,['github.com/duffell/Disco']
arXiv:1608.06216,['github.com/astroChasqui/q2']
arXiv:1511.00687,['github.com/sbird/cloudy_tables']
arXiv:1705.08906,['github.com/bd-j/prospector' 'github.com/bd-j/spi']
arXiv:1601.01489,[]
arXiv:1507.08739,['github.com/StuartLittlefair/lsr1835']
arXiv:1611.09313,[]
arXiv:1608.03880,['github.com/nworbde/dStar']
arXiv:1612.01088,['github.com/jcoupon/maskUtils']
arXiv:1705.04697,['github.com/danxhuber/isoclassify']
arXiv:1511.08402,['github.com/lgalbany/51']
arXiv:1803.06436,['github.com/tatome/dip']
arXiv:1709.03305,['github.com/mommermi/callhorizons']
arXiv:1612.06296,"['github.com/healpy/healpy),']"
arXiv:1807.00831,[]
arXiv:1808.00001,['github.com/lesgourg/class']
arXiv:1802.10165,['github.com/profxj/xidl']
arXiv:1710.11131,['github.com/steven-murray/hmf']
arXiv:1510.04662,['github.com/astrostat/LIRA']
arXiv:1702.05652,['github.com/']
arXiv:1703.06901,['github.com/svdataman/sour']
arXiv:1712.01229,['github.com/adwasser/slomo']
arXiv:1803.00298,['github.com/cschreib/fastpp']
arXiv:1709.01943,['github.com/dgerosa/precession']
arXiv:1609.03425,['github.com/astrostat/LIRA']
arXiv:1411.6063,['github.com/hyperion-rt/bhmie']
arXiv:1301.3506,[]
arXiv:1510.02835,['github.com/radio-astro-tools)']
arXiv:1811.07929,['github.com/apmechev/GRID_LRT' 'github.com/lofar-astron/prefactor']
arXiv:1811.08410,"['github.com/apmechev/GRID_LRT' 'github.com/lofar-astron/factor'
 'github.com/lofar-astron/prefactor']"
arXiv:1805.03649,['github.com/']
arXiv:1807.07280,[]
arXiv:1708.08928,"['github.com/apmechev/GRID_LRT' 'github.com/lofar-astron/factor'
 'github.com/lofar-astron/prefactor']"
arXiv:1611.09886,['github.com/linetools/linetools']
arXiv:1612.01534,['github.com/Mosﬁre-DataReductionPipeline/MosﬁreDRP']
arXiv:1511.05424,['github.com/gieseke/speedynn']
arXiv:1407.5072,[]
arXiv:1708.07611,['github.com/igrins/plp']
arXiv:1407.0109,[]
arXiv:1509.07512,['github.com/jradavenport/cubehelix']
arXiv:1707.01542,[]
arXiv:1507.00016,['github.com/radio-astro-tools)']
arXiv:1501.01434,[]
arXiv:1406.1712,"['github.com/BayesFlare/bayesflare/releases' 'github.com/dfm/triangle'
 'github.com/mattpitkin/amplitude-marginalizer']"
arXiv:1502.04337,['github.com/garyForeman/']
arXiv:1803.10779,['github.com/juramaga/Bayesian']
arXiv:1510.05750,[]
arXiv:1712.04936,['github.com/sncosmo/sncosmo']
arXiv:1706.09390,['github.com/jakevdp/supersmoother']
arXiv:1710.01394,['github.com/Keck-DataReductionPipelines/OsirisDRP']
arXiv:1510.08076,['github.com/vacquaviva/Metallicity']
arXiv:1809.00965,['github.com/lofar-astron/prefactor']
arXiv:1809.05655,['github.com/']
arXiv:1710.05840,['github.com/guillochon/MOSFiT']
arXiv:1504.03337,[]
arXiv:1805.12520,['github.com/hannorein/rebound']
arXiv:1802.02763,[]
arXiv:1603.02125,[]
arXiv:1811.02060,['github.com/pearsonkyle/Signal-Alignment']
arXiv:1406.2321,['github.com/moustakas/impro']
arXiv:1603.00505,['github.com/kasperschmidt/']
arXiv:1208.1157,['github.com/odeint-v2/index']
arXiv:1611.07042,['github.com/djones1040/BEAMS']
arXiv:1712.04540,['github.com/jwuphysics/chary_elbaz_']
arXiv:1111.1724,['github.com/jobovy/segueSelect']
arXiv:1409.1254,['github.com/' 'github.com/gdobler/mules']
arXiv:1612.02019,['github.com/ebellm/pyraf-dbsp']
arXiv:1704.07394,['github.com/astrofrog/sedﬁtter']
arXiv:1712.03241,['github.com/jobovy/galpy']
arXiv:1610.00008,['github.com/mmfausnaugh/mapspec']
arXiv:1501.05343,['github.com/vhaasteren/piccard']
arXiv:1812.00198,['github.com/jobovy/galpy']
arXiv:1811.07956,['github.com/svdataman/sour']
arXiv:1802.05275,['github.com/narulanantham/SELFiE']
arXiv:1901.03731,['github.com/']
arXiv:1509.07524,['github.com/garmilla/circumbinary']
arXiv:1809.06479,['github.com/catwise']
arXiv:1605.03980,['github.com/jeffzhen/omnical']
arXiv:1601.05028,['github.com/yaolun/Her']
arXiv:1606.07271,['github.com/ptorrey/torrey_cmf']
arXiv:1807.07899,['github.com/rameyer/QUICFit']
arXiv:1809.07498,['github.com/VirtualPlanetaryLaboratory/atmos']
arXiv:1604.01923,['github.com/AngusWright/' 'github.com/asgr/hyper']
arXiv:1904.07255,['github.com/hannorein/rebound']
arXiv:1511.04205,['github.com/kasperschmidt/']
arXiv:1511.05041,['github.com/jfwallin/JSPAM/']
arXiv:1510.02106,['github.com/gbrammer/threedhst']
arXiv:1108.0941,[]
arXiv:1701.02802,[]
arXiv:1204.6317,[]
arXiv:1610.08524,[]
arXiv:1605.02385,[]
arXiv:1705.03086,[]
arXiv:1605.07136,[]
arXiv:1805.01453,['github.com/California-Planet-Search/']
arXiv:1108.1435,[]
arXiv:1702.00402,['github.com/CosmoloPy/']
arXiv:1703.10165,['github.com/biokit/biokit']
arXiv:1801.03965,"['github.com/scottransom/presto),']"
arXiv:1303.1818,[]
arXiv:1711.05280,['github.com/adrn/SFD']
arXiv:1409.0359,['github.com/SeanSLindsay/SARA']
arXiv:1809.04695,['github.com/miknab/EuclidEmulator)']
arXiv:1711.04867,['github.com/perwin/']
arXiv:1708.09464,['github.com/jmeyers314/linmix']
arXiv:1901.08185,['github.com/ICRAR/ProFit' 'github.com/asgr/ProFound']
arXiv:1708.06875,['github.com/jobovy/galpy;' 'github.com/nhmc/HIRES']
arXiv:1603.05998,['github.com/stefano-meschiari/Systemic2']
arXiv:1502.03795,['github.com/drphilmarshall/Pangloss']
arXiv:1712.01219,['github.com/']
arXiv:1805.00283,['github.com/brian-rose/ebm-analytical']
arXiv:1606.07438,['github.com/OpenExoplanetCatalogue)']
arXiv:1608.05853,['github.com/carlnotsagan/ReacSamp']
arXiv:1607.08162,['github.com/oorb/oorb']
arXiv:1507.04368,['github.com/YSOVAR']
arXiv:1611.09354,['github.com/steven-murray/hmf']
arXiv:1402.5978,['github.com/bckelly80/carma_pack']
arXiv:1802.08713,['github.com/melaniebeck/' 'github.com/melaniebeck/measure_morphology']
arXiv:1705.09299,['github.com/jeremysanders/K0dist/' 'github.com/jeremysanders/mbproj2']
arXiv:1708.01619,['github.com/cinserra/S3']
arXiv:1804.08624,['github.com/specdb/specdb']
arXiv:1710.09155,['github.com/qian-yang/Skewt-QSO']
arXiv:1603.08880,['github.com/petigura/FFA']
arXiv:1801.01245,['github.com/richardjcool/HSRed']
arXiv:1710.05841,['github.com/mcoughlin/gwemlightcurves']
arXiv:1608.09007,['github.com/nanograv/tempo']
arXiv:1711.04927,['github.com/dirac-institute/CometPeriodSearch']
arXiv:1503.03054,[]
arXiv:1809.01048,"['github.com/nespinoza/lcogtDD),']"
arXiv:1305.2923,[]
arXiv:1806.08801,['github.com/CamDavidsonPilon/lifelines' 'github.com/linetools']
arXiv:1807.07182,['github.com/aemerick/cloudy_tools)' 'github.com/aemerick/galaxy-analysis']
arXiv:1604.04022,['github.com/low-sky/idl-low-']
arXiv:1603.00545,['github.com/jellis18/PAL2']
arXiv:1611.08596,['github.com/dmlc/xgboost']
arXiv:1804.04536,['github.com/ruggiero/clustep']
arXiv:1702.01747,['github.com/srodney/wfirst']
arXiv:1507.08669,['github.com/keckert7/codes/pred']
arXiv:1412.7536,['github.com/caseyjlaw/tpipe']
arXiv:1607.02137,[]
arXiv:1606.00023,['github.com/nespinoza/luckyimg-reduction']
arXiv:1808.03243,['github.com/mdwarfgeek/eb']
arXiv:1803.07088,['github.com/achael/eht-imaging']
arXiv:1601.04709,['github.com/darrencroton/sage']
arXiv:1804.09596,['github.com/payeldas/MADE']
arXiv:1501.05251,['github.com/eggplantbren/DNest3']
arXiv:1505.05823,['github.com/hamogu/Cepheids']
arXiv:1703.05970,['github.com/jobovy/galpy']
arXiv:1411.6334,['github.com/pymc-devs/pymc']
arXiv:1401.7275,['github.com/mslonina/Mechanic']
arXiv:1501.00581,['github.com/jobovy/galpy']
arXiv:1802.07272,"['github.com/alexji/moog17scat' 'github.com/alexji/moog17scat),']"
arXiv:1807.10774,[]
arXiv:1811.04021,['github.com/lsst/throughputs/tree/master/baseline']
arXiv:1410.2893,[]
arXiv:1708.00864,['github.com/ishivvers/TheKastShiv' 'github.com/nyusngroup/SESNtemple/']
arXiv:1803.00181,['github.com/grzeimann/Panacea']
arXiv:1510.08461,['github.com/mmechtley/psfMC']
arXiv:1804.07788,['github.com/lsst/throughputs/tree/master/baseline']
arXiv:1809.03080,['github.com/ivezic/dusty' 'github.com/karlan/AGN']
arXiv:1408.6792,[]
arXiv:1605.07632,['github.com/olgabot/prettyplotlib)']
arXiv:1602.02274,[]
arXiv:1804.01869,['github.com/hannorein/rebound']
arXiv:1706.05018,['github.com/nyusngroup/SESNspectraLib']
arXiv:1610.03068,[]
arXiv:1501.06227,[]
arXiv:1812.01539,['github.com/tvwenger/tmbidl']
arXiv:1308.0357,[]
arXiv:1601.06063,['github.com/surhudm/savitzky_golay_with_errors']
arXiv:1708.07124,['github.com/adamamiller/iPTF16abc']
arXiv:1705.00743,['github.com/dhanson/quicklens']
arXiv:1703.07416,['github.com/OxES/k2sc']
arXiv:1508.05153,[]
arXiv:1810.09565,['github.com/dfm/photodynam']
arXiv:1805.00486,[]
arXiv:1507.05575,[]
arXiv:1509.06270,['github.com/NuGrid/NUPYCEE']
arXiv:1902.09577,['github.com/eblur/ismdust/releases']
arXiv:1711.00466,['github.com/mweastwood/TTCal']
arXiv:1706.09397,[]
arXiv:1501.05127,['github.com/jobovy/extreme-deconvolution']
arXiv:1604.07441,['github.com/bwgref/nustar']
arXiv:1506.08201,['github.com/gbrammer/eazy-photoz/blob/master/']
arXiv:1705.01132,['github.com/jamesaird/FAST']
arXiv:1605.06152,['github.com/moustakas/impro;']
arXiv:1701.04898,[]
arXiv:1703.04536,['github.com/gbrammer/']
arXiv:1608.00963,['github.com/astroML/astroML)' 'github.com/vortex-exoplanet/VIP']
arXiv:1404.1267,['github.com/jellis18/PAL']
arXiv:1509.08982,['github.com/demorest/nanopipe']
arXiv:1612.05636,['github.com/jmeyers314/linmix']
arXiv:1512.04551,['github.com/Keck-DataReductionPipelines/MosfireDRP']
arXiv:1901.08072,['github.com/mgieles/limepy' 'github.com/tdboer/GC_profiles']
arXiv:1404.2004,['github.com/stan-dev/stan/releases/tag/v2']
arXiv:1405.3286,['github.com/newville/lmfit-py)']
arXiv:1901.05496,['github.com/dfm/emcee']
arXiv:1811.01681,['github.com/ExoCTK/chimera']
arXiv:1704.02336,['github.com/grinsted/wavelet-coherence']
arXiv:1709.00889,[]
arXiv:1811.04098,['github.com/keras-team/keras']
arXiv:1710.00846,['github.com/']
arXiv:1604.03957,['github.com/keckert7/codes/']
arXiv:1412.1835,['github.com/billfreeman44/bmep']
arXiv:1612.03163,[]
arXiv:1809.06820,['github.com/']
arXiv:1801.09734,['github.com/gbrammer/eazy-photoz/']
arXiv:1808.03710,['github.com/devanshkv/PsrPopPy2']
arXiv:1504.00362,['github.com/ptorrey/sunpy']
arXiv:1209.0495,['github.com/andycasey/atmosphy']
arXiv:1503.08773,[]
arXiv:1903.04526,['github.com/Alymantara/gaia_distance_calculator/']
arXiv:1706.02422,[]
arXiv:1610.03436,['github.com/dtamayo/reboundx)']
arXiv:1609.05254,['github.com/amerand/CANDID']
arXiv:1611.04469,['github.com/sczesla/PyAstronomy']
arXiv:1703.07816,['github.com/pkgw/pwkit']
arXiv:1605.07917,['github.com/igrins/plp']
arXiv:1611.08598,[]
arXiv:1811.07943,"['github.com/,' 'github.com/apmechev/GRID_LRT']"
arXiv:1609.08700,['github.com/Kalinova/Dyn_models']
arXiv:1708.01534,['github.com/GalSim-developers/GalSim' 'github.com/pmelchior/skymapper']
arXiv:1503.07077,['github.com/benanne/kaggle-galaxies']
arXiv:1603.06584,[]
arXiv:1406.4862,['github.com/barentsen/iphas-dr2']
arXiv:1310.7583,['github.com/aconley/mbb']
arXiv:1604.01226,['github.com/cinserra']
arXiv:1810.10720,['github.com/SMARTSconsortium/ANDICAM']
arXiv:1803.00020,['github.com/jmeyers314/linmix']
arXiv:1310.6757,['github.com/pkgw/pwpy/blob/master/']
arXiv:1509.00081,['github.com/mkiminki/hectosky']
arXiv:1605.01648,['github.com/atomdb/xscat']
arXiv:1806.02789,['github.com/']
arXiv:1805.11740,['github.com/OSSOS/']
arXiv:1703.09159,[]
arXiv:1808.04838,['github.com/drphilmarshall/OM10/' 'github.com/tcollett/LensPop']
arXiv:1705.07553,['github.com/caseyjlaw/' 'github.com/caseyjlaw/rtpipe']
arXiv:1409.7062,['github.com/JohannesBuchner/PyMultiNest']
arXiv:1810.04887,['github.com/rsnemmen/BCES']
arXiv:1304.1476,['github.com/travisdesell/tao']
arXiv:1811.10654,['github.com/pyigm/pyigm']
arXiv:1802.08364,['github.com/jyshangguan/Fitter' 'github.com/rnikutta/ndiminterpolation']
arXiv:1707.03827,[]
arXiv:1801.01498,[]
arXiv:1711.10504,"['github.com/,']"
arXiv:1710.04432,[]
arXiv:1412.2758,['github.com/awmann/metal']
arXiv:1501.02270,['github.com/moustakas/impro']
arXiv:1505.07540,['github.com/demorest/nanopipe']
arXiv:1607.00725,[]
arXiv:1812.04639,['github.com/astroML']
arXiv:1808.04372,['github.com/pavesiriccardo/MF3D']
arXiv:1604.08177,['github.com/OSSOS/SurveySimulator']
arXiv:1604.00435,['github.com/jfwallin/JSPAM']
arXiv:1410.3479,[]
arXiv:1502.02658,['github.com/ahwkuepper/mcluster']
arXiv:1802.00242,['github.com/sczesla/PyAstronomy']
arXiv:1706.09928,[]
arXiv:1703.00016,['github.com/']
arXiv:1706.01481,['github.com/giacomov/pyggop']
arXiv:1610.02405,['github.com/NuGrid/NuPyCEE']
arXiv:1612.01580,['github.com/gcalderone/qsfit' 'github.com/gcalderone/qsfit/releases']
arXiv:1604.08592,['github.com/dfm/python-fsps']
arXiv:1301.1688,['github.com/moustakas/iSEDfit']
arXiv:1708.05335,"['github.com/Stargrazer82301/CAAPR' 'github.com/astropy/astroquery'
 'github.com/astropy/photutils' 'github.com/keflavich),']"
arXiv:1902.01872,['github.com/soniakeys/digest2']
arXiv:1504.05256,['github.com/sbussmann/uvmcmcﬁt']
arXiv:1509.05425,[]
arXiv:1812.06095,[]
arXiv:1806.06065,['github.com/gausspy/gausspy']
arXiv:1809.07650,['github.com/chrusher/measure_CaT']
arXiv:1711.08793,[]
arXiv:1503.04214,"['github.com/camdavidsonpilon/lifelines'
 'github.com/camdavidsonpilon/lifelines)']"
arXiv:1812.04040,['github.com/iancze/ScottiePippen)']
arXiv:1710.08150,['github.com/' 'github.com/utahta/pythonbrew']
arXiv:1807.09365,['github.com/ernewton/rogui']
arXiv:1703.05293,['github.com/bjanesh/odi-tools']
arXiv:1805.01378,"['github.com/sczesla/PyAstronomy),']"
arXiv:1712.03511,['github.com/RTIP/artip)']
arXiv:1305.7264,['github.com/t-brandt/acorns-adi']
arXiv:1901.05532,['github.com/California-Planet-Search/radvel']
arXiv:1806.10141,['github.com/Borlaff/']
arXiv:1710.05045,['github.com/esheldon/kmeans_radec']
arXiv:1602.01089,['github.com/moustakas/impro']
arXiv:1703.01679,[]
arXiv:1412.5674,"['github.com/sczesla/PyAstronomy,']"
arXiv:1407.7905,['github.com/niklask/cparamlib']
arXiv:1306.6076,['github.com/lmﬁt-py/']
arXiv:1607.01182,['github.com/rbrthogan/GAz']
arXiv:1606.01246,"['github.com/remcovandenbosch/'
 'github.com/remcovandenbosch/Black-Hole-Mass-compilation']"
arXiv:1606.09437,"['github.com/' 'github.com/,' 'github.com/revoltek/losoto']"
arXiv:1709.02052,[]
arXiv:1607.01047,['github.com/eduardrusu/']
arXiv:1707.08123,[]
arXiv:1804.01103,['github.com/willclarkson/bastiTest']
arXiv:1902.10199,['github.com/callendeprieto/']
arXiv:1802.08213,"['github.com/cooperlab/AdaptiveKDE'
 'github.com/jiffyclub/1310947#file-msky-py' 'github.com/marktgraham/']"
arXiv:1610.03506,['github.com/mockFactory)']
arXiv:1811.07928,['github.com/apmechev/GRID_LRT']
arXiv:1811.07949,['github.com/apmechev/GRID_']
arXiv:1811.07927,"['github.com/,' 'github.com/zooniverse/Panoptes']"
arXiv:1802.05257,['github.com/Samreay/ChainConsumer']
arXiv:1512.00778,['github.com/jjhelmus/leastsqbound-scipy/']
arXiv:1612.03121,['github.com/nasa-lambda/cmb']
arXiv:1509.03352,['github.com/Astroua/DynClass']
arXiv:1603.03823,['github.com/acbecker/hotpants']
arXiv:1701.02771,['github.com/JLBLine/PUMA' 'github.com/PaulHancock/Aegean']
arXiv:1810.10084,"['github.com/OSSOS/liborbﬁt),']"
