github_url,repo_name,mentions,n_unq_authors,n_unq_first_authors,arxiv_ids,citation_count,nasa_ack_mentions,unq_keywords
github.com/rodluger/exoaurora,exoaurora,1,8,1,['arXiv:1609.09075'],18,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'planets and satellites: atmospheres' 'planets and satellites: aurorae'
 'planets and satellites: detection'
 'planets and satellites: terrestrial planets']"
github.com/rodluger/planetplanet,planetplanet,1,3,1,['arXiv:1711.05739'],8,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'planets and satellites: atmospheres' 'planets and satellites: detection'
 'planets and satellites: fundamental parameters'
 'techniques: photometric']"
github.com/rodluger/pysyzygy,pysyzygy,2,8,1,"['arXiv:1607.00524', 'arXiv:1711.05739']",96,2,"['Astrophysics - Earth and Planetary Astrophysics' 'catalogs'
 'planets and satellites: atmospheres' 'planets and satellites: detection'
 'planets and satellites: fundamental parameters'
 'techniques: photometric']"
github.com/rodluger/starry,starry,3,11,2,"['arXiv:1810.06559', 'arXiv:1903.12182']",7,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'eclipses'
 'methods: analytical' 'occultations' 'techniques: photometric']"
github.com/rpoleski/mulensmodel,mulensmodel,1,2,1,['arXiv:1803.01003'],4,1,"['Astroinformatics' 'Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics'
 'Gravitational microlensing' 'Gravitational microlensing [Exoplanets]'
 'Space telescopes']"
github.com/rsnemmen/bces,bces,7,14,4,"['arXiv:1511.07437', 'arXiv:1810.04888', 'arXiv:1603.01910', 'arXiv:1901.06509', 'arXiv:1903.04738', 'arXiv:1810.04887', 'arXiv:1707.03517']",78,4,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'black hole physics' 'cD' 'galaxies: bulges'
 'galaxies: elliptical and lenticular' 'galaxies: evolution'
 'galaxies: fundamental parameters' 'galaxies: spiral'
 'galaxies: structure']"
github.com/rstoneback/pysat,pysat,3,13,3,['arXiv:1901.00143'],2,3,"['Astrophysics - Instrumentation and Methods for Astrophysics'
 'Physics - Space Physics' 'Python' 'heliophysics' 'ionosphere'
 'irregularities' 'open source' 'plasma bubbles' 'python'
 'reproducible science' 'software' 'spread F' 'system science']"
github.com/rstoneback/pysatcdf,pysatcdf,2,11,2,['arXiv:1901.00143'],1,2,"['Astrophysics - Instrumentation and Methods for Astrophysics'
 'Physics - Space Physics' 'Python' 'heliophysics' 'open source' 'python'
 'reproducible science' 'software' 'system science']"
github.com/rstoneback/pysatmagvect,pysatmagvect,1,10,1,['arXiv:1901.00143'],0,1,"['Astrophysics - Instrumentation and Methods for Astrophysics'
 'Physics - Space Physics' 'Python' 'heliophysics' 'open source'
 'reproducible science' 'software' 'system science']"
github.com/rstrausb/icacti,icacti,1,3,1,['arXiv:1806.04221'],0,1,['Astrophysics - Instrumentation and Methods for Astrophysics']
github.com/rtip/artip,artip,1,9,1,['arXiv:1712.03511'],4,0,"['Astrophysics - Astrophysics of Galaxies' 'IC 3723' 'IC 3726'
 'galaxies: individual: UGC 07904' 'galaxies: magnetic fields'
 'quasars: absorption lines'
 'quasars: individual: SDSS J124357.15+404346.5']"
github.com/ruggiero/clustep,clustep,1,5,1,['arXiv:1804.04536'],5,1,"['Astrophysics - Astrophysics of Galaxies' 'Local Group'
 'galaxies: evolution' 'galaxies: individual: M33'
 'galaxies: interactions' 'galaxies: kinematics and dynamics'
 'galaxies: structure']"
github.com/ryanscranton/astro-stomp,astro-stomp,0,0,0,[],0.0,0.0,[]
github.com/saint-germain/errorprediction,errorprediction,1,4,1,['arXiv:1805.02578'],0,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'astronomical data bases: miscellaneous' 'catalogues'
 'galaxies: distances and redshifts' 'galaxies: statistics'
 'methods: data analysis' 'methods: statistical']"
github.com/samb8s/psrpoppy,psrpoppy,4,61,4,"['arXiv:1802.01707', 'arXiv:1509.07177', 'arXiv:1405.7953', 'arXiv:1504.02294']",98,1,"['Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics'
 'General Relativity and Quantum Cosmology' 'methods: data analysis'
 'methods: statistical' 'pulsars: general'
 'pulsars: individual: PSR J1946+2052' 'surveys']"
github.com/samreay/chainconsumer,chainconsumer,1,96,1,['arXiv:1802.05257'],13,1,['Astrophysics - Cosmology and Nongalactic Astrophysics']
github.com/samreay/marz,marz,1,5,1,['arXiv:1603.09438'],22,1,"['Astrophysics - Instrumentation and Methods for Astrophysics' 'Marz'
 'Online' 'Redshift' 'Software' 'Spectroscopic']"
github.com/samuelyeewl/specmatch-emp,specmatch-emp,6,105,6,"['arXiv:1709.10398', 'arXiv:1701.00922', 'arXiv:1902.02789', 'arXiv:1711.06377', 'arXiv:1710.00076', 'arXiv:1711.01267']",100,6,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'K2-136A c' 'K2-136AB'
 'K2-288Bb' 'binaries: close' 'methods: statistical' 'planetary systems'
 'planets and satellites: detection'
 'planets and satellites: fundamental parameters'
 'planets and satellites: individual: EPIC210693462Bb' 'stars: abundances'
 'stars: fundamental parameters' 'stars: individual: EPIC 228732031'
 'stars: individual: EPIC 247589423AB'
 'stars: individual: KOI-0172.02 &amp; Kepler-69c ...'
 'techniques: photometric' 'techniques: spectroscopic']"
github.com/savila/halogen,halogen,3,27,3,"['arXiv:1412.5228', 'arXiv:1806.09497', 'arXiv:1806.09499']",43,3,"['Astrophysics - Cosmology and Nongalactic Astrophysics'
 'cosmological parameters' 'galaxies: distances and redshifts'
 'galaxies: haloes' 'large-scale structure of Universe'
 'methods: data analysis' 'methods: numerical']"
github.com/sawellons/ndpredict,ndpredict,1,2,1,['arXiv:1606.07815'],10,1,"['Astrophysics - Astrophysics of Galaxies' 'galaxies: abundances'
 'galaxies: evolution' 'galaxies: statistics' 'methods: numerical']"
github.com/sbailey/empca,empca,1,1,1,['arXiv:1208.4122'],24,0,"['Astrophysics - Instrumentation and Methods for Astrophysics'
 'Physics - Data Analysis' 'Statistics and Probability']"
github.com/sbird/cloudy_tables,cloudy_tables,3,11,2,"['arXiv:1512.02221', 'arXiv:1501.02267', 'arXiv:1511.00687']",101,3,"['Astrophysics - Astrophysics of Galaxies' 'galaxies: formation'
 'intergalactic medium']"
github.com/sbird/dla_script,dla_script,1,8,1,['arXiv:1405.3994'],74,1,"['Astrophysics - Cosmology and Nongalactic Astrophysics'
 'cosmology: theory' 'galaxies: formation' 'intergalactic medium']"
github.com/sbird/fake_spectra,fake_spectra,4,14,3,"['arXiv:1608.03293', 'arXiv:1512.02221', 'arXiv:1612.03935', 'arXiv:1812.04654']",36,3,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'cosmology: theory' 'diffuse radiation' 'galaxies: formation'
 'intergalactic medium' 'large-scale structure of universe'
 'methods: data analysis' 'methods: numerical' 'radiative transfer']"
github.com/sbird/hybrid-neutrino,hybrid-neutrino,1,4,1,['arXiv:1803.09854'],10,1,"['Astrophysics - Cosmology and Nongalactic Astrophysics' 'dark matter'
 'large-scale structure of Universe' 'neutrinos']"
github.com/sbird/kspace-neutrinos,kspace-neutrinos,3,16,3,"['arXiv:1810.02374', 'arXiv:1803.09854', 'arXiv:1808.07464']",22,1,"['Astrophysics - Cosmology and Nongalactic Astrophysics' 'dark matter'
 'large-scale structure of Universe' 'neutrinos']"
github.com/sbussmann/uvmcmcfit,uvmcmcfit,3,38,3,"['arXiv:1601.01206', 'arXiv:1708.07898', 'arXiv:1504.05256']",57,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'galaxies: evolution' 'galaxies: individual: RCSGA 032727─132609'
 'gravitational lensing: strong' 'submillimeter: ISM'
 'submillimeter: galaxies' 'techniques: interferometric']"
github.com/scottransom/presto,presto,25,259,23,"['arXiv:1211.3936', 'arXiv:1812.02647', 'arXiv:1803.11235', 'arXiv:1807.07900', 'arXiv:1103.1278', 'arXiv:1012.4695', 'arXiv:1706.08826', 'arXiv:1710.09145', 'arXiv:1801.03965', 'arXiv:1703.09491', 'arXiv:1603.00581', 'arXiv:1701.01099', 'arXiv:1608.08211', 'arXiv:1503.06276', 'arXiv:1504.03684', 'arXiv:1505.03531', 'arXiv:1607.00909', 'arXiv:1405.7953', 'arXiv:1109.6896', 'arXiv:1811.10748', 'arXiv:1708.00720', 'arXiv:1302.0467', 'arXiv:1805.04951', 'arXiv:1904.07947']",732,2,"['06.30.Ft' '95.75.Wx' '95.85.Sz' '96.60.Bn' '97.60.Gb' '97.60.Jd'
 '98.20.Gm' 'Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Galaxy Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics'
 'Computer Science - Distributed' 'Containerisation'
 'Data analysis-pulsars' 'Diameter rotation and mass' 'General'
 'General Relativity and Quantum Cosmology'
 'Globular clusters in the Milky Way'
 'Gravitational radiation magnetic fields and other observations'
 'H ii regions' 'ISM: supernova remnants' 'Instrumentation' 'Methods'
 'Methods: data analysis' 'NGC 6838' 'Neutron stars' 'Packaging'
 'Parallel' 'Physics - Instrumentation and Detectors' 'Pulsars'
 'Radio astronomy' 'Reproducible science' 'Software' 'Telescopes'
 'Time and frequency' 'Time series analysis time variability'
 'X-rays: ISM' 'X-rays: binaries' 'and Cluster Computing'
 'binaries: general' 'data analysis-methods' 'frequency measurement'
 'globular clusters: individual: M71' 'globular star clusters'
 'gravitation' 'gravitational waves' 'instrumentation: interferometers'
 'mass' 'methods: data analysis' 'methods: observational'
 'methods: statistical' 'miscellaneous-methods' 'neutron stars'
 'numerical-methods' 'observational' 'physical data and processing'
 'proper motions' 'pulsars' 'pulsars: general'
 'pulsars: individual: J1748─2446am' 'pulsars: individual: J1930─1852'
 'pulsars: individual: J1950+2414' 'pulsars: individual: PSR J1913+1102'
 'pulsars: individual: PSR J1953+1846A'
 'radiation mechanisms: non-thermal' 'radio continuum: ISM'
 'radio continuum: galaxies' 'radio continuum: general'
 'radio continuum: stars' 'stars: evolution'
 'stars: individual: 1H 1905+000' 'stars: neutron' 'surveys'
 'techniques: high angular resolution' 'techniques: interferometric'
 'techniques: photometric' 'telescopes' 'time' 'time series' 'transients']"
github.com/sczesla/pyastronomy,pyastronomy,26,336,23,"['arXiv:1804.07380', 'arXiv:1711.03595', 'arXiv:1707.07697', 'arXiv:1411.4047', 'arXiv:1904.06360', 'arXiv:1904.05362', 'arXiv:1804.04133', 'arXiv:1704.08363', 'arXiv:1503.03251', 'arXiv:1802.07743', 'arXiv:1903.01475', 'arXiv:1802.00242', 'arXiv:1502.05033', 'arXiv:1801.00412', 'arXiv:1710.00260', 'arXiv:1601.00038', 'arXiv:1611.04469', 'arXiv:1809.10376', 'arXiv:1805.01378', 'arXiv:1412.5674']",220,13,"['AS 304' 'Asteroseismology' 'Astronomy'
 'Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'Eclipsing binaries'
 'ISM: jets and outflows' 'Kepler' 'Magellanic Clouds' 'Red giants'
 'Stellar evolution' 'Stellar magnetic activity' 'Sun: activity'
 'Sun: magnetic fields' 'Sun: photosphere' 'Sun: rotation' 'accretion'
 'accretion discs' 'astrometry' 'astronomical data bases: miscellaneous'
 'binaries: close' 'binaries: eclipsing' 'binaries: general'
 'binaries: symbiotic' 'binaries: visual' 'brown dwarfs'
 'celestial mechanics' 'cosmology: observations' 'eclipses'
 'galaxies: abundances' 'galaxies: active' 'galaxies: evolution'
 'galaxies: individual: HLock01' 'galaxies: kinematics and dynamics'
 'galaxies: starburst' 'galaxies: stellar content'
 'gamma-ray burst: individual: GRB 020903' 'gravitational lensing: strong'
 'methods: data analysis' 'methods: statistical' 'occultations' 'outflows'
 'planetary systems' 'planets and satellites: atmospheres'
 'planets and satellites: detection' 'planets and satellites: formation'
 'planets and satellites: individual: GJ 436b' 'protoplanetary disks'
 'quasars: absorption lines' 'quasars: emission lines'
 'quasars: supermassive black holes' 'stars: abundances' 'stars: activity'
 'stars: atmospheres' 'stars: evolution' 'stars: fundamental parameters'
 'stars: individual: DF Tau' 'stars: individual: GJ 436'
 'stars: individual: KIC 10002261' 'stars: individual: KIC 9246715'
 'stars: individual: MWC 560' 'stars: late-type' 'stars: low-mass'
 'stars: magnetic field' 'stars: massive'
 'stars: oscillations: including pulsations' 'stars: pre-main sequence'
 'stars: rotation' 'stars: statistics' 'stars: winds' 'surveys'
 'techniques: high angular resolution' 'techniques: interferometric'
 'techniques: photometric' 'techniques: radial velocities'
 'techniques: spectroscopic']"
github.com/sdss/marvin,marvin,3,248,3,"['arXiv:1812.03833', 'arXiv:1812.02759', 'arXiv:1901.00856']",18,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Instrumentation and Methods for Astrophysics' 'atlases'
 'catalogs' 'surveys']"
github.com/seanslindsay/sara,sara,4,17,3,['arXiv:1409.0359'],23,4,"['Acapulcoites' 'Asteroid albedos' 'Asteroid family' 'Asteroid taxonomy'
 'Asteroids' 'Astrophysics - Earth and Planetary Astrophysics' 'Aubrites'
 'H chondrites' 'Hungaria asteroids' 'Infrared observations'
 'L Chondrites' 'L chondrites' 'LL Chondrites' 'LL chondrites'
 'Lodranites' 'Mineralogy' 'Near-infrared spectroscopy'
 'Ordinary chondrites' 'Primitive achondrites' 'Satellites of asteroids'
 'Spectroscopy' 'Surface mineralogy' 'Visible wavelength spectroscopy'
 'composition']"
github.com/seap-udea/gravray,gravray,2,4,1,"['arXiv:1902.03980', 'arXiv:1801.05720']",3,1,"['Astrophysics - Earth and Planetary Astrophysics' 'meteorites'
 'meteoroids' 'meteors' 'methods: numerical']"
github.com/seawander/centerradon,centerradon,2,8,1,"['arXiv:1712.10317', 'arXiv:1709.10125']",7,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Computer Science - Machine Learning' 'protoplanetary disks'
 'stars: imaging' 'stars: individual: HD 181327'
 'techniques: image processing']"
github.com/seawander/nmf_imaging,nmf_imaging,1,5,1,['arXiv:1712.10317'],6,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Computer Science - Machine Learning' 'protoplanetary disks'
 'stars: imaging' 'stars: individual: HD 181327'
 'techniques: image processing']"
github.com/seeh/surprise,surprise,3,5,2,"['arXiv:1510.08483', 'arXiv:1706.06593', 'arXiv:1809.07333']",27,1,['Astrophysics - Cosmology and Nongalactic Astrophysics']
github.com/sefusatti/poweri4,poweri4,0,0,0,[],0.0,0.0,[]
github.com/segasai/astrolibpy,astrolibpy,5,43,4,"['arXiv:1903.01480', 'arXiv:1811.02003', 'arXiv:1809.09156', 'arXiv:1901.05508']",5,1,"['1988Z' 'Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Solar and Stellar Astrophysics' 'Galaxy: formation'
 'Galaxy: halo' 'circumstellar matter' 'globular clusters: general'
 'stars: abundances' 'stars: atmospheres' 'stars: fundamental parameters'
 'stars: individual: RAVE J093730.5-062655' 'stars: mass-loss'
 'stars: variables: Cepheids' 'supernovae: general'
 'supernovae: individual: KISS15s']"
github.com/sfabbro/allphot,allphot,1,9,1,['arXiv:1505.05279'],3,0,"['Astrophysics - Solar and Stellar Astrophysics' 'methods: observational'
 'open clusters and associations: general'
 'open clusters and associations: individual: NGC 2215'
 'techniques: photometric']"
github.com/sibirrer/lenstronomy,lenstronomy,4,86,2,"['arXiv:1803.09746', 'arXiv:1710.01303', 'arXiv:1808.04838']",18,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Gravitational lensing' 'Image simulations' 'Software' 'catalogues'
 'cosmology: observations' 'gravitational lensing: strong'
 'gravitational lensing: weak' 'large-scale structure of universe'
 'methods: statistical']"
github.com/sibirrer/lenstronomy_extensions,lenstronomy_extensions,1,2,1,['arXiv:1803.09746'],7,1,"['Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Gravitational lensing' 'Image simulations' 'Software']"
github.com/simongibbons/pyfof,pyfof,1,6,1,['arXiv:1607.01782'],20,1,"['Astrophysics - Cosmology and Nongalactic Astrophysics' 'dark matter'
 'galaxies: haloes' 'large-scale structure of Universe'
 'methods: data analysis' 'methods: statistical']"
github.com/sixbynine/sigproc,sigproc,3,38,3,"['arXiv:1808.01088', 'arXiv:1206.0588', 'arXiv:1805.08247']",4,1,"['Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'instrumentation: interferometers' 'methods: data analysis'
 'pulsars: general' 'techniques: interferometric'
 'techniques: radar astronomy']"
github.com/skdaccess/skdaccess,skdaccess,1,6,1,['arXiv:1702.04272'],2,1,"['Alaska' 'Computer-aided discovery' 'GPS' 'Physics - Geophysics'
 'Transient inflation events' 'Volcanoes']"
github.com/skirt/skirt,skirt,3,24,3,"['arXiv:1410.1629', 'arXiv:1505.07708', 'arXiv:1609.06138']",109,2,"['Abstraction' 'Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Design patterns' 'Designing software' 'Dust' 'Methods: numerical'
 'Modularity' 'Numerical methods' 'Object-oriented design'
 'Radiative transfer']"
github.com/smartsconsortium/andicam,andicam,2,51,2,['arXiv:1810.10720'],28,2,"['Astrophysics - High Energy Astrophysical Phenomena' 'Magellanic Clouds'
 'X-rays: general' 'accretion' 'accretion disks' 'stars: black holes'
 'stars: early-type' 'stars: massive' 'stars: peculiar'
 'stars: variables: S Doradus' 'supergiants'
 'supernovae: individual: AT 2018cow']"
