github_url,repo_name,mentions,n_unq_authors,n_unq_first_authors,arxiv_ids,citation_count,nasa_ack_mentions,unq_keywords
github.com/gogrean/pyxel,pyxel,2,12,2,['arXiv:1902.00235'],2,1,"['Astrophysics - High Energy Astrophysical Phenomena'
 'X-rays: galaxies: clusters'
 'galaxies: clusters: individual: ZwCl 0008.8+5215'
 'galaxies: clusters: intracluster medium'
 'large-scale structure of universe']"
github.com/gregreen/dustmaps,dustmaps,2,59,2,"['arXiv:1811.02715', 'arXiv:1805.00425']",19,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Earth and Planetary Astrophysics' 'Galaxy: halo'
 'Galaxy: kinematics and dynamics' 'binaries: general' 'dark matter'
 'gravitational lensing: micro']"
github.com/grinsted/wavelet-coherence,wavelet-coherence,2,8,2,['arXiv:1704.02336'],3,2,"['Astrophysics - Solar and Stellar Astrophysics' 'Coronal mass ejections'
 'North-south asymmetry' 'Physics - Data Analysis'
 'Physics - Space Physics' 'Solar activity manifestations' 'Solar corona'
 'Solar cycle observations' 'Statistics and Probability' 'Sun: activity'
 'Sun: general' 'Wavelet analysis' 'sunspots']"
github.com/grzeimann/panacea,panacea,1,73,1,['arXiv:1803.00181'],16,1,"['Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Solar and Stellar Astrophysics' 'X-rays: binaries'
 'cataclysmic variables' 'galaxies: individual: M31' 'novae'
 'stars: individual: M31N 2008-12a' 'ultraviolet: stars']"
github.com/guangtunbenzhu/nonnegmfpy,nonnegmfpy,3,8,3,"['arXiv:1612.06037', 'arXiv:1806.05786', 'arXiv:1712.10317']",17,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Computer Science - Machine Learning' 'galaxies: halos'
 'intergalactic medium' 'protoplanetary disks' 'quasars: absorption lines'
 'stars: imaging' 'stars: individual: HD 181327'
 'techniques: image processing']"
github.com/guillochon/mosfit,mosfit,5,178,5,"['arXiv:1710.05840', 'arXiv:1710.02145', 'arXiv:1706.00825', 'arXiv:1707.08132', 'arXiv:1903.11756']",312,3,"['Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'binaries: close'
 'catalogs' 'gravitational waves' 'methods: analytical'
 'methods: data analysis' 'methods: numerical' 'methods: statistical'
 'stars: neutron' 'supernovae: general' 'surveys']"
github.com/gummiks/diffuser-assisted-k2-followup,diffuser-assisted-k2-followup,1,8,1,['arXiv:1807.04420'],2,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'planets and satellites: fundamental parameters'
 'techniques: photometric']"
github.com/h-e-l-p/xid_plus,xid_plus,3,23,3,"['arXiv:1611.06287', 'arXiv:1606.05770', 'arXiv:1904.07246']",27,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'galaxies: clusters: individual: Cl J1449+0856' 'galaxies: evolution'
 'galaxies: high-redshift' 'galaxies: star formation'
 'galaxies: statistics' 'infrared: galaxies' 'methods: statistical']"
github.com/hamogu/cepheids,cepheids,1,9,1,['arXiv:1505.05823'],20,1,"['Astrophysics - Solar and Stellar Astrophysics' 'binaries: general'
 'stars: massive' 'stars: variables: Cepheids'
 'techniques: radial velocities']"
github.com/hamogu/recollimationxrayctts,recollimationxrayctts,1,3,1,['arXiv:1409.0787'],4,1,"['Astrophysics - Solar and Stellar Astrophysics' 'ISM: jets and outflows'
 'outflows' 'shock waves' 'stars: formation' 'stars: individual: DG Tau'
 'stars: mass-loss' 'stars: pre-main sequence' 'stars: winds']"
github.com/hannorein/open_exoplanet_catalogue,open_exoplanet_catalogue,2,4,1,"['arXiv:1211.7121', 'arXiv:1204.0974']",46,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics'
 'Physics - Computational Physics' 'Physics - Data Analysis'
 'Statistics and Probability' 'methods: analytical' 'methods: numerical'
 'planets and satellites: formation']"
github.com/hannorein/rebound,rebound,47,243,37,"['arXiv:1701.07881', 'arXiv:1703.08426', 'arXiv:1802.00447', 'arXiv:1802.05034', 'arXiv:1801.06513', 'arXiv:1712.01823', 'arXiv:1710.04698', 'arXiv:1703.05796', 'arXiv:1509.05397', 'arXiv:1504.02787', 'arXiv:1110.4876', 'arXiv:1602.05725', 'arXiv:1810.05312', 'arXiv:1805.03651', 'arXiv:1709.08682', 'arXiv:1711.05739', 'arXiv:1409.4779', 'arXiv:1707.06535', 'arXiv:1208.3583', 'arXiv:1610.09533', 'arXiv:1901.00657', 'arXiv:1805.00493', 'arXiv:1801.07831', 'arXiv:1708.03336', 'arXiv:1901.03339', 'arXiv:1809.02200', 'arXiv:1809.05639', 'arXiv:1704.07715', 'arXiv:1701.07423', 'arXiv:1210.3358', 'arXiv:1705.09273', 'arXiv:1809.01228', 'arXiv:1807.00024', 'arXiv:1805.01915', 'arXiv:1609.08110', 'arXiv:1812.06956', 'arXiv:1804.02892', 'arXiv:1705.00683', 'arXiv:1309.2289', 'arXiv:1603.03424', 'arXiv:1506.01084', 'arXiv:1512.02154', 'arXiv:1809.04107', 'arXiv:1804.01869', 'arXiv:1805.12520', 'arXiv:1904.07255']",691,16,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'Celestial mechanics'
 'Chaos' 'Extra-solar planets' 'Galilean satellites'
 'General Relativity and Quantum Cosmology'
 'High Energy Physics - Phenomenology' 'Kuiper belt: general'
 'Mathematics - Classical Analysis and ODEs'
 'Mathematics - Dynamical Systems' 'Mathematics - Numerical Analysis'
 'Nonlinear Sciences - Chaotic Dynamics' 'Physics - Computational Physics'
 'Physics - Fluid Dynamics' 'Planetary dynamics' 'Planetary formation'
 'Satellites' 'Saturn' 'Terrestrial planets' 'Tides' 'accretion'
 'accretion disks' 'asteroids: general'
 'asteroids: individual: 1I&amp;‘Oumuamua' 'astrometry' 'binaries: close'
 'binaries: eclipsing' 'binaries: general' 'black hole physics'
 'blue stragglers' 'celestial mechanics' 'circumstellar matter'
 'comets: general' 'comets: individual: 41P/Tuttle-Giacobini-Kresak'
 'comets: individual: C/2016 R2 (PanSTARRS)'
 'galaxies: kinematics and dynamics' 'galaxies: nuclei' 'gravitation'
 'instabilities' 'interplanetary medium' 'meteorites' 'meteoroids'
 'meteors' 'methods: numerical' 'methods: observational' 'minor planets'
 'planet-disk interactions' 'planet-star interactions' 'planetary systems'
 'planets and satellites: atmospheres' 'planets and satellites: detection'
 'planets and satellites: dynamical evolution and stability'
 'planets and satellites: formation'
 'planets and satellites: fundamental parameters'
 'planets and satellites: gaseous planets'
 'planets and satellites: general'
 'planets and satellites: individual: HD 106315'
 'planets and satellites: individual: Jupiter'
 'planets and satellites: interiors' 'planets and satellites: rings'
 'planet─disk interactions' 'planet─star interactions'
 'protoplanetary disks' 'solid body' 'stars: fundamental parameters'
 'stars: individual: GJ 876' 'stars: individual: HD 107146'
 'stars: individual: HR 8799' 'stars: individual: HR8799'
 'stars: individual: WASP-47' 'stars: individual: YZ Cet'
 'stars: kinematics and dynamics' 'stars: late-type' 'stars: statistics'
 'supernovae: general' 'surfaces' 'surveys'
 'techniques: high angular resolution' 'techniques: interferometric'
 'techniques: photometric' 'techniques: radial velocities'
 'techniques: spectroscopic' 'waves' 'white dwarfs']"
github.com/harmscho/nutausim,nutausim,3,9,2,"['arXiv:1901.08498', 'arXiv:1810.01978', 'arXiv:1707.00334']",19,0,"['Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'High Energy Physics - Experiment' 'Physics - Computational Physics']"
github.com/healpy/healpy,healpy,13,305,13,"['arXiv:1902.06955', 'arXiv:1803.01952', 'arXiv:1811.00479', 'arXiv:1806.08639', 'arXiv:1604.06327', 'arXiv:1209.1576', 'arXiv:1808.10491', 'arXiv:1710.03235', 'arXiv:1612.06296', 'arXiv:1801.03181', 'arXiv:1801.03097', 'arXiv:1708.01531']",298,5,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'Cosmology' 'Dark matter'
 'Galaxy: halo' 'Galaxy: structure' 'Gamma-rays'
 'High Energy Physics - Phenomenology' 'Indirect detection' 'Local Group'
 'Methods: data analysis' 'Neutrinos'
 'astronomical databases: miscellaneous' 'catalogs'
 'cosmic background radiation' 'cosmology: observations'
 'galaxies: active' 'galaxies: clusters: general' 'galaxies: evolution'
 'galaxies: halos' 'galaxies: high-redshift'
 'large-scale structure of universe' 'quasars: general' 'surveys'
 'techniques: image processing' 'techniques: interferometric'
 'techniques: photometric']"
github.com/herjy/slit,slit,1,4,1,['arXiv:1809.09121'],1,1,"['Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'galaxies: high-redshift' 'gravitational lensing: strong'
 'methods: data analysis' 'techniques: image processing']"
github.com/hips/autograd,autograd,38,121,35,"['arXiv:1711.02712', 'arXiv:1603.03236', 'arXiv:1902.01342', 'arXiv:1502.05767', 'arXiv:1811.09602', 'arXiv:1712.00499', 'arXiv:1608.04615', 'arXiv:1601.00917', 'arXiv:1509.09292', 'arXiv:1506.03693', 'arXiv:1504.01344', 'arXiv:1703.09194', 'arXiv:1703.03717', 'arXiv:1606.08549', 'arXiv:1903.03730', 'arXiv:1809.08530', 'arXiv:1803.09151', 'arXiv:1802.01542', 'arXiv:1502.03492', 'arXiv:1705.07880', 'arXiv:1810.12273', 'arXiv:1810.11286', 'arXiv:1802.09588', 'arXiv:1707.04035', 'arXiv:1702.00748', 'arXiv:1611.01838', 'arXiv:1602.03807', 'arXiv:1511.03243', 'arXiv:1610.05683', 'arXiv:1807.02537', 'arXiv:1704.04718', 'arXiv:1701.00392', 'arXiv:1603.03220', 'arXiv:1602.07527', 'arXiv:1602.04133', 'arXiv:1810.00869', 'arXiv:1707.07341']",307,0,"['35C11' '41A10' '65D05' '65D15' '65D25' '68T05' '68W30'
 'Computer Science - Artificial Intelligence'
 'Computer Science - Computational Engineering'
 'Computer Science - Information Theory'
 'Computer Science - Machine Learning'
 'Computer Science - Mathematical Software'
 'Computer Science - Neural and Evolutionary Computing'
 'Computer Science - Numerical Analysis'
 'Computer Science - Symbolic Computation'
 'Condensed Matter - Disordered Systems and Neural Networks'
 'Electrical Engineering and Systems Science - Signal Processing'
 'Finance' 'G.1.4' 'High Energy Physics - Phenomenology' 'I.2.6'
 'Mathematics - Numerical Analysis'
 'Mathematics - Optimization and Control'
 'Mathematics - Statistics Theory' 'Physics - Accelerator Physics'
 'Physics - Data Analysis' 'Quantitative Biology - Quantitative Methods'
 'Quantum Physics' 'Statistics - Applications' 'Statistics - Computation'
 'Statistics - Machine Learning' 'Statistics - Methodology'
 'Statistics and Probability' 'and Science']"
github.com/hoiting/lzifu,lzifu,2,29,2,"['arXiv:1607.06561', 'arXiv:1708.02683']",47,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - High Energy Astrophysical Phenomena' 'Data analysis'
 'Emission line fitting' 'Integral field spectroscopy' 'galaxies: ISM'
 'galaxies: Seyfert' 'galaxies: abundances' 'galaxies: active'
 'galaxies: jets' 'surveys']"
github.com/hpparvi/k2ps,k2ps,1,3,1,['arXiv:1606.01264'],37,1,"['Astrophysics - Earth and Planetary Astrophysics' 'planetary systems'
 'stars: variables: general' 'techniques: photometric']"
github.com/hpparvi/ldtk,ldtk,4,50,4,"['arXiv:1508.02634', 'arXiv:1608.04760', 'arXiv:1601.02706', 'arXiv:1803.04091']",102,3,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'K2-9'
 'binaries: eclipsing' 'eclipses' 'gravitational lensing: micro'
 'methods: data analysis' 'methods: numerical'
 'planets and satellites: detection' 'planets and satellites: general'
 'stars: individual: K2-26' 'stars: individual: K2-95' 'stars: low-mass'
 'techniques: interferometric' 'techniques: photometric'
 'techniques: spectroscopic']"
github.com/hpparvi/pybls,pybls,0,0,0,[],0.0,0.0,[]
github.com/hpparvi/pyde,pyde,4,82,4,"['arXiv:1801.03502', 'arXiv:1812.10154', 'arXiv:1703.10250', 'arXiv:1904.01591']",31,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'K2-141c'
 'galaxies: star clusters: individual: Praesepe' 'planetary systems'
 'planets and satellites: atmospheres'
 'planets and satellites: composition' 'planets and satellites: detection'
 'planets and satellites: individual: HAT-P-11b'
 'planets and satellites: individual: K2-141b'
 'planets and satellites: interiors' 'stars: individual: K2-141'
 'techniques: photometric' 'techniques: radial velocities'
 'techniques: spectroscopic']"
github.com/hpparvi/pytransit,pytransit,4,59,4,"['arXiv:1803.05056', 'arXiv:1504.07433', 'arXiv:1703.06885', 'arXiv:1606.01264']",89,3,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'methods: numerical'
 'planetary systems' 'planets and satellites: composition'
 'planets and satellites: dynamical evolution and stability'
 'planets and satellites: gaseous planets'
 'planets and satellites: general'
 'planets and satellites: physical evolution'
 'planets and satellites: terrestrial planets'
 'stars: individual: EPIC 249622103' 'stars: individual: Kepler-19'
 'stars: variables: general' 'techniques: photometric'
 'techniques: radial velocities']"
github.com/hubailmm/k-s_1d_swept,k-s_1d_swept,4,7,4,"['arXiv:1504.01380', 'arXiv:1811.08282', 'arXiv:1612.02495']",3,1,"['35Q35 (Secondary)' '65M55 (Primary)'
 'Computer Science - Computational Engineering'
 'Computer Science - Distributed'
 'Computer Science - Mathematical Software' 'Domain decomposition'
 'Finance' 'G.1.8' 'G.4' 'J.2' 'Latency' 'Numerical solution of PDE'
 'Parallel' 'Parallel computing' 'Physics - Computational Physics'
 'Space-time decomposition' 'Swept rule' 'and Cluster Computing'
 'and Science']"
github.com/hyperion-rt/bhmie,bhmie,4,14,3,"['arXiv:1307.0561', 'arXiv:1705.04687', 'arXiv:1411.6063']",239,4,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'Herbig Ae/Be'
 'Herlarge Ae/Be' 'circumstellar matter' 'dust' 'extinction'
 'planetary nebulae: individual: IRAS 18333-2357'
 'planets and satellites: detection' 'planets and satellites: formation'
 'planet─disk interactions' 'polarization' 'protoplanetary disks'
 'radiative transfer' 'stars: AGB and post-AGB' 'stars: evolution'
 'stars: formation' 'stars: pre-main sequence' 'stars: variables: T Tauri']"
github.com/ianan/demreg,demreg,1,10,1,['arXiv:1706.06108'],11,1,"['Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Solar and Stellar Astrophysics' 'Sun: X-rays'
 'Sun: activity' 'Sun: corona' 'gamma rays']"
github.com/iancze/diskjockey,diskjockey,3,38,3,"['arXiv:1611.06229', 'arXiv:1706.03708', 'arXiv:1710.03153']",28,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'circumstellar matter'
 'planets and satellites: formation' 'protoplanetary disks'
 'stars: fundamental parameters' 'stars: individual: 2M1207'
 'stars: individual: GQ Lup' 'stars: individual: GW Ori'
 'stars: pre-main sequence' 'submillimeter: planetary systems'
 'submillimeter: stars']"
github.com/iancze/scottiepippen,scottiepippen,2,21,1,"['arXiv:1808.10510', 'arXiv:1812.04040']",47,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics' 'circumstellar matter'
 'planets and satellites: formation' 'protoplanetary disks']"
github.com/iancze/starfish,starfish,1,15,1,['arXiv:1701.06703'],21,1,"['Astrophysics - Instrumentation and Methods for Astrophysics'
 'Astrophysics - Solar and Stellar Astrophysics'
 'stars: fundamental parameters' 'stars: individual: LkCa 4'
 'stars: low-mass' 'stars: statistics']"
github.com/ibackus/diskpy,diskpy,2,2,1,['arXiv:1607.06869'],6,1,"['Astrophysics - Earth and Planetary Astrophysics' 'accretion'
 'accretion discs' 'methods: numerical' 'protoplanetary discs']"
github.com/icrar/profit,profit,2,27,2,"['arXiv:1611.08586', 'arXiv:1901.08185']",20,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'galaxies: clusters: general' 'galaxies: evolution'
 'galaxies: fundamental parameters' 'galaxies: star formation'
 'galaxies: statistics' 'galaxies: structure' 'methods: data analysis'
 'methods: statistical' 'techniques: photometric']"
github.com/imcgreer/simqso,simqso,2,15,2,"['arXiv:1710.09390', 'arXiv:1806.03374']",29,2,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'galaxies: active' 'galaxies: high-redshift' 'galaxies: nuclei'
 'quasars: emission lines' 'quasars: general']"
github.com/iminuit/iminuit,iminuit,12,214,11,"['arXiv:1611.05135', 'arXiv:1811.01242', 'arXiv:1610.03371', 'arXiv:1706.01420', 'arXiv:1811.10970', 'arXiv:1807.07911', 'arXiv:1901.03338', 'arXiv:1801.06075', 'arXiv:1904.08851', 'arXiv:1803.06197', 'arXiv:1711.02042']",52,1,"['Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Beyond Standard Model' 'CP violation' 'Cosmic rays' 'DAMPE'
 'Discrete Symmetries' 'Gamma-rays' 'Higgs Physics'
 'High Energy Physics - Experiment' 'High Energy Physics - Phenomenology'
 'Physics - Data Analysis' 'Satellite-borne apparatus'
 'Statistics - Applications' 'Statistics and Probability'
 'astroparticle physics' 'cosmic rays' 'diffuse radiation'
 'methods: numerical' 'neutrinos']"
github.com/ishivvers/thekastshiv,thekastshiv,3,270,3,"['arXiv:1803.01050', 'arXiv:1801.00732', 'arXiv:1708.00864']",58,3,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Earth and Planetary Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Solar and Stellar Astrophysics' 'Gaia17biu'
 'binaries: general' 'comets: general' 'galaxies: individual: NGC 3191'
 'galaxies: individual: NGC 3938' 'galaxies: stellar content'
 'stars: activity' 'stars: individual: KIC 8462852' 'stars: massive'
 'stars: peculiar' 'supernovae: general'
 'supernovae: individual: SN 2017egm' 'supernovae: individual: SN 2017ein']"
github.com/ivastar/clear,clear,1,17,1,['arXiv:1810.02824'],4,1,['Astrophysics - Astrophysics of Galaxies' 'galaxies: evolution']
github.com/ivezic/dusty,dusty,2,3,2,"['arXiv:1903.09558', 'arXiv:1809.03080']",4,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Solar and Stellar Astrophysics' 'dust' 'extinction'
 'galaxies: Seyfert' 'galaxies: active' 'infrared: galaxies'
 'quasars: general']"
github.com/ixkael/quicksip,quicksip,1,90,1,['arXiv:1708.01531'],78,1,"['Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics' 'catalogs'
 'cosmology: observations' 'surveys' 'techniques: image processing'
 'techniques: photometric']"
github.com/jakevdp/supersmoother,supersmoother,3,22,3,"['arXiv:1706.09390', 'arXiv:1603.00419']",53,2,"['Astrophysics - Solar and Stellar Astrophysics' 'binaries: eclipsing'
 'open clusters and associations: individual: Hyades' 'python'
 'stars: evolution' 'stars: fundamental parameters'
 'stars: individual: PTFEB132.707+19.810' 'stars: late-type'
 'stars: low-mass' 'stars: rotation' 'starspots' 'statistics']"
github.com/jalusk/superbol,superbol,1,2,1,['arXiv:1608.08631'],7,1,"['Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Solar and Stellar Astrophysics']"
github.com/jamesaird/fast,fast,1,3,1,['arXiv:1705.01132'],34,1,['Astrophysics - High Energy Astrophysical Phenomena']
github.com/jarronl/pynrc,pynrc,2,11,2,['arXiv:1803.08173'],11,1,"['Astrophysics - Earth and Planetary Astrophysics'
 'planets and satellites: atmospheres'
 'planets and satellites: composition']"
github.com/jaymurthy/jude,jude,1,6,1,['arXiv:1607.01874'],6,1,"['Astronomical software'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'Data analysis' 'UVIT' 'Ultraviolet']"
github.com/jcoupon/maskutils,maskutils,1,23,1,['arXiv:1612.01088'],10,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics' 'catalogs'
 'galaxies: active' 'infrared: galaxies' 'methods: statistical']"
github.com/jcoupon/venice,venice,3,22,3,"['arXiv:1809.00282', 'arXiv:1610.01624', 'arXiv:1807.09195']",8,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'cosmological parameters' 'cosmology: observations' 'dark energy'
 'dark matter' 'galaxies: clusters' 'galaxies: halos'
 'gravitational lensing: weak' 'large-scale structure of universe']"
github.com/jdcphysics/validation,validation,1,1,1,['arXiv:1609.03956'],8,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'galaxies: evolution' 'galaxies: formation' 'galaxies: haloes']"
github.com/jdeast/exofastv2,exofastv2,2,95,2,"['arXiv:1810.02341', 'arXiv:1710.00026']",19,2,"['Astrophysics - Earth and Planetary Astrophysics' 'planetary systems'
 'planets and satellites: composition' 'planets and satellites: detection'
 'planets and satellites: dynamical evolution and stability'
 'planets and satellites: fundamental parameters'
 'planets and satellites: gaseous planets'
 'planets and satellites: interiors'
 'stars: individual (TIC 290131778-TOI 123-HD 202772'
 'techniques: radial velocities']"
github.com/jefflcoughlin/ephemmatch,ephemmatch,1,62,1,['arXiv:1710.06758'],67,1,"['Astrophysics - Earth and Planetary Astrophysics' 'catalogs'
 'planetary systems' 'stars: general' 'surveys']"
github.com/jefflcoughlin/model-shift,model-shift,2,68,2,['arXiv:1710.06758'],67,2,"['Astrophysics - Earth and Planetary Astrophysics' 'catalogs'
 'planetary systems' 'stars: general' 'surveys']"
github.com/jefflcoughlin/skye,skye,1,62,1,['arXiv:1710.06758'],67,1,"['Astrophysics - Earth and Planetary Astrophysics' 'catalogs'
 'planetary systems' 'stars: general' 'surveys']"
github.com/jeffzhen/gsm2016,gsm2016,1,9,1,['arXiv:1605.04920'],32,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'cosmic background radiation' 'methods: data analysis'
 'radiation mechanisms: general' 'radio continuum: general'
 'radio lines: general' 'techniques: interferometric']"
github.com/jeffzhen/omnical,omnical,6,146,6,"['arXiv:1807.05312', 'arXiv:1602.06259', 'arXiv:1503.00045', 'arXiv:1606.07473', 'arXiv:1605.03980', 'arXiv:1502.06016']",424,2,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'cosmology: observations' 'dark ages' 'early Universe' 'early universe'
 'first stars' 'galaxies: high-redshift'
 'instrumentation: interferometers' 'intergalactic medium'
 'methods: data analysis' 'radio lines: general' 'reionization'
 'techniques: interferometric']"
github.com/jellis18/pal2,pal2,9,146,8,"['arXiv:1610.08139', 'arXiv:1812.11585', 'arXiv:1707.01615', 'arXiv:1508.03024', 'arXiv:1603.00545', 'arXiv:1610.01731', 'arXiv:1904.09143', 'arXiv:1801.02617', 'arXiv:1801.01837']",464,5,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'General Relativity and Quantum Cosmology' 'Square Kilometre Array (SKA)'
 'Statistics - Applications' 'binaries: close' 'binaries: general'
 'data modeling and analysis.' 'ephemerides' 'gravitation'
 'gravitational waves' 'inflation' 'methods: data analysis'
 'neutron stars' 'parallaxes' 'proper motions' 'pulsars: general'
 'quasars: supermassive black holes' 'stars: evolution' 'stars: neutron'
 'statistical methods' 'statistical science']"
github.com/jellis18/ptmcmcsampler,ptmcmcsampler,8,141,7,"['arXiv:1904.05355', 'arXiv:1904.02744', 'arXiv:1812.11585', 'arXiv:1508.03024', 'arXiv:1505.06208', 'arXiv:1904.09143', 'arXiv:1801.02617', 'arXiv:1801.01837']",282,4,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'Astrophysics - Instrumentation and Methods for Astrophysics'
 'General Relativity and Quantum Cosmology' 'binaries: general'
 'ephemerides' 'gravitational waves' 'inflation' 'methods: data analysis'
 'parallaxes' 'proper motions' 'pulsars: general'
 'quasars: supermassive black holes' 'stars: neutron']"
github.com/jeremysanders/k0dist,k0dist,0,0,0,[],0.0,0.0,[]
github.com/jeremysanders/mbproj2,mbproj2,1,4,1,['arXiv:1705.09299'],7,1,"['Astrophysics - Astrophysics of Galaxies'
 'Astrophysics - Cosmology and Nongalactic Astrophysics'
 'Astrophysics - High Energy Astrophysical Phenomena'
 'X-rays: galaxies: clusters' 'galaxies: clusters: intracluster medium']"
github.com/jfwallin/jspam,jspam,2,12,2,"['arXiv:1511.05041', 'arXiv:1604.00435']",11,1,"['Astrophysics - Astrophysics of Galaxies' 'Galaxies: interactions'
 'Methods: n-body simulations' 'galaxies: interactions'
 'galaxies: kinematics and dynamics' 'galaxies: peculiar'
 'methods: numerical']"
github.com/jgagneastro/banyan_sigma,banyan_sigma,3,13,1,"['arXiv:1806.07512', 'arXiv:1808.04420', 'arXiv:1801.09051']",75,3,"['Astrophysics - Solar and Stellar Astrophysics' 'Pleiades' 'brown dwarfs'
 'methods: data analysis'
 'open clusters and associations: individual: AB Doradus moving group'
 'proper motions' 'stars: individual: GD 50'
 'stars: kinematics and dynamics' 'stars: low-mass' 'white dwarfs']"
github.com/jgagneastro/firehose_v2,firehose_v2,7,35,6,"['arXiv:1603.08529', 'arXiv:1605.04313', 'arXiv:1801.06134', 'arXiv:1712.08658', 'arXiv:1608.08259', 'arXiv:1711.11100', 'arXiv:1612.02881']",95,6,"['Astrophysics - Solar and Stellar Astrophysics' 'binaries: close'
 'binaries: general' 'binaries: spectroscopic' 'brown dwarfs'
 'circumstellar matter' 'infrared: stars' 'mass function'
 'methods: data analysis'
 'open clusters and associations: individual: TW Hya'
 'open clusters and associations: individual: TW Hydrae'
 'planets and satellites: detection' 'protoplanetary disks'
 'stars: chromospheres' 'stars: flare'
 'stars: individual: 2MASS J11193254─1137466'
 'stars: individual: SDSS J053341.43+001413.1'
 'stars: individual: WISE J071121.36-573634.2'
 'stars: kinematics and dynamics' 'stars: late-type' 'stars: low-mass'
 'stars: luminosity function' 'stars: peculiar'
 'techniques: radial velocities']"
